Name	Biocrates ID	ChEBI ID	KEGG ID	PUBCHEM ID	Compartment	MODEL ID
25-Hydroxyvitamin D2				22833566	m	25hvitd2[m]
Calcidiol		17933	C01561	5283731	m	25hvitd3[m]
2-Hydroxy-4-Nitrophenolate		16318	C02235	3505109	e	24nph[e]
2-Hydroxy-4-Nitrophenolate		16318	C02235	3505109	c	24nph[c]
25-Hydroxyvitamin D2				22833566	c	25hvitd2[c]
25-Hydroxyvitamin D2				22833566	e	25hvitd2[e]
Calcidiol		17933	C01561	5283731	c	25hvitd3[c]
Calcidiol		17933	C01561	5283731	e	25hvitd3[e]
2-Aminoacrylic Acid		CHEBI:17123	C02218		c	2amac[c]
Pyruvate		32816	C00022	1060	c	pyr[c]
Nicotinamide Adenine Dinucleotide Phosphate - Reduced		16474	C00005	22833512	c	nadph[c]
Nicotinamide Adenine Dinucleotide Phosphate		18009	C00006	5886	c	nadp[c]
3'-Phosphoadenylyl Sulfate		17980	C00053	10214	c	paps[c]
L-Cysteic Acid		21260	C00506	25701	c	Lcyst[c]
Adenosine 3,5-Bismonophosphate		17985	C00054	159296	c	pap[c]
L-2-Aminoadipate	alpha-AAA	37024	C00956	469	c	L2aadp[c]
L-2-Aminoadipate	alpha-AAA	37024	C00956	469	m	L2aadp[m]
2-Oxoglutarate		30915	C00026	51	m	akg[m]
2-Oxoglutarate		30915	C00026	51	c	akg[c]
2-Deoxy-D-Ribose 1-Phosphate		CHEBI:28542	C00672	5460448	c	2dr1p[c]
2-Deoxy-D-Ribose		28816	C01801	22833604	c	drib[c]
Nicotinamide Adenine Dinucleotide - Reduced		16908	C00004	928	c	nadh[c]
Nicotinamide Adenine Dinucleotide		15846	C00003	5893	c	nad[c]
2-Hydroxybutyrate		1148	C05984	11266	c	2hb[c]
2-Oxobutanoate		30831	C00109	58	c	2obut[c]
Proton	H	CHEBI:24636	C00080	1038	e	h[e]
2-Hydroxybutyrate		1148	C05984	11266	e	2hb[e]
Bicarbonate		17544	C00288	769	e	hco3[e]
Bicarbonate		17544	C00288	769	c	hco3[c]
Sodium	Na	29101	C01330	923	e	na1[e]
Sodium		29101	C01330	923	c	na1[c]
2-Methylcitrate		30835	C02225	515	c	2mcit[c]
2-Methylcitrate		30835	C02225	515	e	2mcit[e]
Nicotinamide Adenine Dinucleotide - Reduced		16908	C00004	928	m	nadh[m]
Nicotinamide Adenine Dinucleotide		15846	C00003	5893	m	nad[m]
2-Oxoadipate		15753	C00322	71	m	2oxoadp[m]
Coenzyme A		1146900	C00010	6816	m	coa[m]
Carbon Dioxide		16526	C00011	280	m	co2[m]
Glutaryl Coenzyme A		CHEBI:15524	C00527	439252	m	glutcoa[m]
2-Oxoadipate		15753	C00322	71	c	2oxoadp[c]
3,4-Dihydroxymandelaldehyde			C05577	151725	c	34dhmald[c]
3,4-Dihydroxyphenylethyleneglycol		1387	C05576	91528	c	34dhoxpeg[c]
3,4-Dihydroxyphenylethyleneglycol		1387	C05576	91528	e	34dhoxpeg[e]
(3,4-Dihydroxyphenyl)Acetate		41941	C01161	547	c	34dhpha[c]
S-Adenosyl-L-Methionine		15414	C00019	16757548	c	amet[c]
S-Adenosyl-L-Homocysteine		16680	C00021	439155	c	ahcys[c]
Homovanillate		545959	C05582	1738	c	homoval[c]
L-Dopa	DOPA	15765	C00355	6047	e	34dhphe[e]
L-Dopa	DOPA	15765	C00355	6047	c	34dhphe[c]
3,4-Dihydroxyphenylacetaldehyde		27978	C04043	119219	c	34dhpac[c]
3,4-Dihydroxymandelate			C05580	85782	c	34dhoxmand[c]
3-(4-Hydroxyphenyl)Pyruvate		15999	C01179	979	m	34hpp[m]
3-(4-Hydroxyphenyl)Lactate		17385	C03672	9378	m	34hpl[m]
Carbon Dioxide		16526	C00011	280	c	co2[c]
3-(4-Hydroxyphenyl)Pyruvate		15999	C01179	979	c	34hpp[c]
Homogentisate		44747	C00544	780	c	hgentis[c]
3,5-Cyclic Guanosine Monophosphate		16356	C00942	24316	c	35cgmp[c]
3,5-Cyclic Guanosine Monophosphate		16356	C00942	24316	n	35cgmp[n]
(S)-3-Aminoisobutyric Acid		33094	C03284	439434	m	3aib[m]
2-Methyl-3-Oxopropanoate		CHEBI:16256	C00349	296	m	2mop[m]
L-Glutamate	Glu	16015	C00025	33032	m	glu_L[m]
(S)-3-Aminoisobutyric Acid		33094	C03284	439434	c	3aib[c]
3-Decaprenyl-4-Hydroxybenzoate					m	3dphb[m]
3-Decaprenyl-4,5-Dihdydroxybenzoate					m	3dpdhb[m]
(2S)-1-Hydroxy-3-Oxooctadecan-2-Aminium		CHEBI:17862	C02934		c	3dsphgn[c]
Sphinganine		16566	C00836	91486	c	sphgn[c]
3-Hydroxyanthranilate		CHEBI:15793	C00632		c	3hanthrn[c]
Cis,Cis-2-Amino-3-(3-Oxoprop-1-Enyl)But-2-Enedioate		CHEBI:995	C04409	5280673	c	cmusa[c]
Crotonoyl Coenzyme A		CHEBI:15473	C00877	5280381	m	b2coa[m]
(R)-3-Hydroxybutanoyl Coenzyme A		CHEBi:15452	C03561	11966146	m	3hbcoa_R[m]
(S)-3-Hydroxyisobutyryl Coenzyme A		CHEBI:15481	C04047		m	3hibutcoa[m]
3-Hydroxy-2-Methylpropanoate		37373	C06001	440873	m	3hmp[m]
L-Glutamate	Glu	16015	C00025	33032	c	glu_L[c]
3-Hydroxy-L-Kynurenine		CHEBI:17380	C03227	11811	c	hLkynr[c]
4-(2-Amino-3-Hydroxyphenyl)-2,4-Dioxobutanoate			C05645	440741	c	42A3HP24DB[c]
Dopamine	Dopamine	18243	C03758	681	c	dopa[c]
Coenzyme A		1146900	C00010	6816	c	coa[c]
3-Hydroxypropanoyl Coenzyme A		CHEBI:27762	C05668	440753	c	3hpcoa[c]
3-Hydroxypropionate		33404	C01013	68152	c	3hpp[c]
3-Oxopropanoate		CHEBI:17960	C00222	868	c	msa[c]
3-Hydroxykynurenamine			C05636	440736	c	3hxkynam[c]
Quinoline-4,8-Diol		CHEBI:28883	C05637	440737	c	48dhoxquin[c]
(4-Hydroxy-3-Methoxyphenyl)Acetaldehyde		CHEBI:28111	C05581	151276	c	3mox4hpac[c]
3-Methylimidazoleacetic Acid		CHEBI:8122	C05828	75810	c	3mlda[c]
3-Methylimidazoleacetic Acid		CHEBI:8122	C05828	75810	e	3mlda[e]
3-Methyl-2-Oxobutanoate		16530	C00141	49	c	3mob[c]
3-Methyl-2-Oxobutanoate		16530	C00141	49	m	3mob[m]
3-Methyl-2-Oxopentanoate		35932	C03465	47	c	3mop[c]
3-Methyl-2-Oxopentanoate		35932	C03465	47	m	3mop[m]
3-Methoxy-4-Hydroxyphenylglycolaldehyde			C05583	440729	c	3m4hpga[c]
3-Methoxy-4-Hydroxymandelate		1127735	C05584	736172	c	3mox4hoxm[c]
3-Methoxytyramine		742324	C05587	1669	c	3moxtyr[c]
Water		15377	C00001	962	l	h2o[l]
Orthophosphate		CHEBI:18367	C00009	1004	l	pi[l]
3-Adenosine Monophosphate					l	3amp[l]
Adenosine		16335	C00212	60961	l	adn[l]
3-Sulfino-L-Alanine		CHEBI:16345	C00606	28167170	m	3sala[m]
3-Sulfino-L-Alanine		CHEBI:16345	C00606	28167170	c	3sala[c]
L-Aspartate	Asp	17053	C00049	5960	c	asp_L[c]
L-Aspartate	Asp	17053	C00049	5960	m	asp_L[m]
Hypotaurine		16668	C00519	107812	c	hyptaur[c]
3-Sulfinopyruvate			C05527		c	3snpyr[c]
3-Sulfinopyruvate			C05527		m	3snpyr[m]
Sulfite		CHEBI:48854	C00094	1100	c	so3[c]
Pyruvate		32816	C00022	1060	m	pyr[m]
Sulfite		CHEBI:48854	C00094	1100	m	so3[m]
Adrenaline		28918	C00788	5816	c	adrnl[c]
Methylammonium		16830	C00218	6329	c	mma[c]
Norepinephrine		18357	C00547	439260	c	nrpphr[c]
4-Aminobutanoate		16865	C00334	119	c	4abut[c]
4-Aminobutanoate		16865	C00334	119	m	4abut[m]
P-Coumaroyl Coenzyme A		CHEBI:15499	C00223	147899	m	coucoa[m]
4-Hydroxybenzoyl Coenzyme A			C02949		m	4hbzcoa[m]
Acetyl Coenzyme A		15351	C00024	444493	m	accoa[m]
4-Hydroxybenzoate		30763	C00156	135	m	4hbz[m]
4-Hydroxy Debrisoquine		63800		107669	e	4hdebrisoquine[e]
4-Hydroxy Debrisoquine		63800		107669	c	4hdebrisoquine[c]
L-4-Hydroxyglutamic Semialdehyde		27809	C05938	440851	m	4hglusa[m]
Erythro-4-Hydroxy-L-Glutamate			C05947	440854	m	e4hglu[m]
(4-Hydroxyphenyl)Acetaldehyde		CHEBI:15621	C03765	440113	c	4hoxpacd[c]
4-Hydroxyphenylacetate		18101	C00642	127	c	4hphac[c]
4-Methyl-2-Oxopentanoate		48430	C00233	70	c	4mop[c]
4-Methyl-2-Oxopentanoate		48430	C00233	70	m	4mop[m]
4-Methylpentanal		CHEBI:17998	C02373		c	4mptnl[c]
4-Methylpentanal		CHEBI:17998	C02373		e	4mptnl[e]
4-Methylpentanal		CHEBI:17998	C02373		m	4mptnl[m]
4-Methylpentanal		CHEBI:17998	C02373		r	4mptnl[r]
4-Hydroxy Tolbutamide		63799		3656	e	4mtolbutamide[e]
4-Hydroxy Tolbutamide		63799		3656	c	4mtolbutamide[c]
4-Nitrophenyl Sulfate		35422		80349	e	4nphsf[e]
4-Nitrophenyl Sulfate		35422		80349	c	4nphsf[c]
4-Nitrophenolate		CHEBI:16836	C00870		c	4nph[c]
4-Nitrophenolate		CHEBI:16836	C00870		e	4nph[e]
4-Pyridoxate		17405	C00847	6723	c	4pyrdx[c]
4-Pyridoxate		17405	C00847	6723	e	4pyrdx[e]
5Alpha-Dihydrotestosterone Glucuronide				44263365	c	5adtststeroneglc[c]
5Alpha-Dihydrotestosterone Glucuronide				44263365	e	5adtststeroneglc[e]
5Alpha-Dihydrotestosterone Glucuronide				44263365	r	5adtststeroneglc[r]
5Alpha-Dihydrotestosterone Sulfate				18665256	c	5adtststerones[c]
5Alpha-Dihydrotestosterone Sulfate				18665256	e	5adtststerones[e]
17Beta-Hydroxy-5Alpha-Androstan-3-One		16330	C03917	10635	c	5adtststerone[c]
17Beta-Hydroxy-5Alpha-Androstan-3-One		16330	C03917	10635	e	5adtststerone[e]
17Beta-Hydroxy-5Alpha-Androstan-3-One		16330	C03917	10635	r	5adtststerone[r]
5-Amino-4-Oxopentanoate		17549	C00430	137	c	5aop[c]
5-Amino-4-Oxopentanoate		17549	C00430	137	m	5aop[m]
Pentaglutamyl Folate (Dhf)				73374	c	5dhf[c]
Pentaglutamyl Folate (Dhf)				73374	l	5dhf[l]
Water		15377	C00001	962	e	h2o[e]
5-Formyltetrahydrofolate		209153	C03479	143	e	5fthf[e]
5-Formyltetrahydrofolate		209153	C03479	143	c	5fthf[c]
5-Hydroxy-L-Tryptophan		28171	C01017	144	c	5htrp[c]
Serotonin	Serotonin	28790	C00780	5202	c	srtn[c]
5-Hydroxy Omeprazole					e	5homeprazole[e]
5-Hydroxy Omeprazole					c	5homeprazole[c]
(5-Hydroxyindol-3-Yl)Acetaldehyde		50157	C05634	74688	c	5hoxindact[c]
5-Hydroxyindoleacetate		27823	C05635	1826	c	5hoxindoa[c]
(5-Hydroxyindol-3-Yl)Acetaldehyde		50157	C05634	74688	m	5hoxindact[m]
5-Hydroxyindoleacetate		27823	C05635	1826	m	5hoxindoa[m]
5-Hydroxy-N-Formylkynurenine			C05648	440744	c	5hoxnfkyn[c]
5-Hydroxy-L-Tryptophan		28171	C01017	144	e	5htrp[e]
5-Hydroxykynurenine			C05651	440745	c	5hxkyn[c]
5-Hydroxykynurenamine		CHEBI:28715	C05638	164719	c	5hxkynam[c]
4,6-Dihydroxyquinoline		CHEBI:28799	C05639		c	46dhoxquin[c]
5-Methyltetrahydrofolate		15641	C00440	439234	e	5mthf[e]
5-Methyltetrahydrofolate		15641	C00440	439234	c	5mthf[c]
Pentaglutamyl Folate (Thf)					c	5thf[c]
Pentaglutamyl Folate (Thf)					l	5thf[l]
Pentaglutamyl Folate (Thf)					m	5thf[m]
Hexaglutamyl Folate (Dhf)				169691	c	6dhf[c]
Hexaglutamyl Folate (Dhf)				169691	l	6dhf[l]
Hexaglutamyl Folate (Dhf)				169691	m	6dhf[m]
6-Beta-Hydroxy Testosterone		34477	C14497	65543	c	6htststerone[c]
6-Beta-Hydroxy Testosterone		34477	C14497	65543	e	6htststerone[e]
6-Beta-Hydroxy Testosterone		34477	C14497	65543	r	6htststerone[r]
Hexaglutamyl Folate (Thf)				169691	c	6thf[c]
Hexaglutamyl Folate (Thf)				169691	l	6thf[l]
Hexaglutamyl Folate (Thf)				169691	m	6thf[m]
Cholesta-5,7-Dien-3Beta-Ol		17759	C01164	439423	r	7dhchsterol[r]
Cholesta-5,7-Dien-3Beta-Ol		17759	C01164	439423	c	7dhchsterol[c]
Heptaglutamyl Folate (Dhf)				53477856	c	7dhf[c]
Heptaglutamyl Folate (Dhf)				53477856	l	7dhf[l]
Heptaglutamyl Folate (Dhf)				53477856	m	7dhf[m]
Heptaglutamyl Folate (Thf)					c	7thf[c]
Heptaglutamyl Folate (Thf)					l	7thf[l]
Heptaglutamyl Folate (Thf)					m	7thf[m]
(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-N-Acetylglucosamine				53477854	c	m2mn[c]
D-Mannose		4208	C00159	18950	c	man[c]
Beta-1,4-Mannose-N-Acetylglucosamine				53477853	c	mn[c]
(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-N-Acetylglucosamine				53477854	l	m2mn[l]
D-Mannose		4208	C00159	18950	l	man[l]
Beta-1,4-Mannose-N-Acetylglucosamine				53477853	l	mn[l]
Galactosyl Glucosyl Ceramide					c	galgluside_hs[c]
Uridine-5'-Diphosphate-D-Galactose		67119	C00052	18068	c	udpgal[c]
Trihexosyl Ceramide		CHEBI:18313	C04737		c	thcrm_hs[c]
Uridine Diphosphate		17659	C00015	6031	c	udp[c]
Proton		CHEBI:24636	C00080	1038	g	h[g]
Galactosyl Glucosyl Ceramide					g	galgluside_hs[g]
Uridine-5'-Diphosphate-D-Galactose		67119	C00052	18068	g	udpgal[g]
Trihexosyl Ceramide		CHEBI:18313	C04737		g	thcrm_hs[g]
Uridine Diphosphate		17659	C00015	6031	g	udp[g]
T-Antigen (Core 1)		CHEBI:16117	C04750		g	T_antigen[g]
Uridine-5'-Diphosphate-N-Acetyl-Alpha-D-Glucosamine		CHEBI:16264	C00043	445675	g	uacgam[g]
GlcNac-Alpha-1,4-Core 1					g	gncore1[g]
Core 2		CHEBI:15876			g	core2[g]
GlcNac-Alpha-1,4-Core 2					g	gncore2[g]
Ammonioacetone			C01888	215	c	aact[c]
Methylglyoxal		CHEBI:17158	C00546	880	c	mthgxl[c]
Ammonioacetone			C01888	215	m	aact[m]
L-Allysine		17027	C01475	207	m	L2aadp6sa[m]
Type Ih Glycolipid					g	fucgalacglcgalgluside_hs[g]
Uridine-5'-Diphosphate-N-Acetyl-D-Galactosamine		CHEBI:16650	C00203	6419712	g	udpacgal[g]
Type Ia Glycolipid			G00042		g	acgalfucgalacglcgalgluside_hs[g]
Gal-Alpha1->3(Fuc-Alpha1->2)Gal-Beta1->3GlcNac-Beta1->3LacCer			C06130		g	galfucgalacglcgalgluside_hs[g]
Type Iih Glycolipid					g	fuc12gal14acglcgalgluside_hs[g]
(Gal)3 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1					g	galfuc12gal14acglcgalgluside_hs[g]
(Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1					g	acgalfuc12gal14acglcgalgluside_hs[g]
Type Iiih Glycolipid			G00058		g	fucgalacgalfuc12gal14acglcgalgluside_hs[g]
Type Iiia Glycolipid			G00059		g	acgalfucgalacgalfuc12gal14acglcgalgluside_hs[g]
Vi2Fuc-Nlc6			G00071		g	fucgalacglcgal14acglcgalgluside_hs[g]
(Gal)3 (GalNac)1 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1					g	acgalfucgalacglcgal14acglcgalgluside_hs[g]
(Gal)4 (GalNac)1 (Glc)1 (GlcNac)2 (LFuc)2 (Cer)1					g	fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g]
Type Iiiab			G00075		g	acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g]
(Gal)4 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1					g	galfucgalacglcgal14acglcgalgluside_hs[g]
(Gal)4 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1					g	fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g]
(Gal)6 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1					g	galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[g]
Succinic Semialdehyde		16265	C00232	1112	m	sucsal[m]
L-Arabinitol		18403	C00532	439255	c	abt[c]
L-Xylulose		17399	C00312	22253	c	xylu_L[c]
L-Arabinitol		18403	C00532	439255	e	abt[e]
Proton		CHEBI:24636	C00080	1038	l	h[l]
4-Aminobutanoate		16865	C00334	119	l	4abut[l]
4-Aminobutanoate		16865	C00334	119	e	4abut[e]
2-Methylacetoacetyl Coenzyme A		CHEBI:15476	C03344		m	2maacoa[m]
Propanoyl Coenzyme A		15539	C00100	439164	m	ppcoa[m]
Acetoacetyl Coenzyme A		CHEBI:15345	C00332	439214	m	aacoa[m]
Coenzyme A		1146900	C00010	6816	x	coa[x]
Acetyl Coenzyme A		15351	C00024	444493	x	accoa[x]
Acetoacetyl Coenzyme A		CHEBI:15345	C00332	439214	x	aacoa[x]
Acetoacetate		15344	C00164	96	c	acac[c]
Acetoacetate		15344	C00164	96	m	acac[m]
3-Oxodecanoyl Coenzyme A		CHEBI:28528	C05265	440606	x	3odcoa[x]
Octanoyl Coenzyme A (N-C8:0 Coenzyme A)		15533	C01944	380	x	occoa[x]
3-Oxododecanoyl Coenzyme A		CHEBI:27868	C05263	440604	x	3oddcoa[x]
Decanoyl Coenzyme A (N-C10:0 Coenzyme A)		28493	C05274	440615	x	dcacoa[x]
3-Oxotetradecanoyl Coenzyme A		CHEBI:28726	C05261	11966197	x	3otdcoa[x]
Lauroyl Coenzyme A		15521	C01832	165436	x	ddcacoa[x]
3-Oxopalmitoyl Coenzyme A		CHEBI:15491	C05259	169621	x	3ohdcoa[x]
Myristoyl Coenzyme A		15532	C02593	65113	x	tdcoa[x]
3-Oxooctadecanoyl Coenzyme A		CHEBI:50571	C16216	22833663	x	3ohodcoa[x]
Palmitoyl Coenzyme A (N-C16:0 Coenzyme A)		15525	C00154	15667	x	pmtcoa[x]
3-Oxohexacosyl Coenzyme A					x	3ohxccoa[x]
Tetracosanoyl Coenzyme A		CHEBI:52974	C16529	3082227	x	ttccoa[x]
Acetoacetate		15344	C00164	96	x	acac[x]
Acetaldehyde		15343	C00084	177	m	acald[m]
Acetaldehyde		15343	C00084	177	c	acald[c]
Acetaldehyde		15343	C00084	177	r	acald[r]
Acetaldehyde		15343	C00084	177	x	acald[x]
Adenosine Triphosphate		15422	C00002	5957	m	atp[m]
Adenosine Diphosphate		16761	C00008	6022	m	adp[m]
Orthophosphate		CHEBI:18367	C00009	1004	m	pi[m]
Bicarbonate		17544	C00288	769	m	hco3[m]
Malonyl Coenzyme A		15531	C00083	10663	m	malcoa[m]
Acetyl Coenzyme A		15351	C00024	444493	c	accoa[c]
Acetyl Coenzyme A		15351	C00024	444493	g	accoa[g]
Adenosine Monophosphate		16027	C00020	6083	m	amp[m]
Diphosphate		18361	C00013	644102	m	ppi[m]
Propionate		30768	C00163	1032	m	ppa[m]
Acetyl Coenzyme A		15351	C00024	444493	n	accoa[n]
Acetyl Coenzyme A		15351	C00024	444493	r	accoa[r]
Acetone		15347	C00207	180	e	acetone[e]
Acetone		15347	C00207	180	c	acetone[c]
Acetone		15347	C00207	180	m	acetone[m]
Alpha-GalNac-Globoside					c	acgagbside_hs[c]
Alpha-GalNac-Globoside					g	acgagbside_hs[g]
Alpha-GalNac-Globoside					l	acgagbside_hs[l]
Type Iiia Glycolipid			G00059		e	acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e]
Type Iiia Glycolipid			G00059		c	acgalfucgalacgalfuc12gal14acglcgalgluside_hs[c]
Type Iiiab			G00075		e	acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e]
Type Iiiab			G00075		c	acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[c]
N-Acetyl-D-Galactosamine		CHEBI:28800	C01074	35717	c	acgal[c]
N-Acetyl-D-Galactosamine 1-Phosphate		55404		22833661	c	acgal1p[c]
Iinosine-5'-Triphosphate		CHEBI:16039	C00081	8583	c	itp[c]
Inosine-5'-Diphosphate		CHEBI:17808	C00104	6831	c	idp[c]
N-Acetyl-D-Galactosamine		CHEBI:28800	C01074	35717	g	acgal[g]
N-Acetyl-D-Galactosamine		CHEBI:28800	C01074	35717	l	acgal[l]
D-Glucosamine-6-Phosphate		CHEBI:15873	C00352	121988	c	gam6p[c]
N-Acetyl-D-Glucosamine 6-Phosphate		CHEBI:15784	C00357	440996	c	acgam6p[c]
N-Acetyl-D-Glucosamine		506227	C00140	439174	c	acgam[c]
N-Acetyl-D-Glucosamine 1-Phosphate		CHEBI:7125	C04256	440272	c	acgam1p[c]
N-Acetyl-D-Glucosamine		506227	C00140	439174	l	acgam[l]
Beta-GalNac-Globoside					c	acgbgbside_hs[c]
Beta-GalNac-Globoside					g	acgbgbside_hs[g]
Beta-GalNac-Globoside					l	acgbgbside_hs[l]
6-(N-Acetyl-Alpha-D-Glucosaminyl)-1-Phosphatidyl-1D-Myo-Inositol		CHEBI:12194	C01288		c	acgpail_hs[c]
Acetate		15366	C00033	176	c	ac[c]
D-Glucosaminylphosphatidylinositol		CHEBI:17049	C04248		c	gpail_hs[c]
N-Acetyl-L-Glutamate		12575	C00624	185	m	acglu[m]
Acetate		15366	C00033	176	e	ac[e]
Acetylcholine		15355	C01996	187	e	ach[e]
Choline		15354	C00114	305	e	chol[e]
Acetylcholine		15355	C01996	187	n	ach[n]
Acetylcholine		15355	C01996	187	c	ach[c]
Citrate		30769	C00158	311	c	cit[c]
Oxaloacetate		30744	C00036	970	c	oaa[c]
Sialyl-(1,3)-Sialyl-(2,6)-Galactosylgloboside					c	acn13acngalgbside_hs[c]
Sialyl-(1,3)-Sialyl-(2,6)-Galactosylgloboside					e	acn13acngalgbside_hs[e]
Sialyl-(1,3)-Sialyl-(2,6)-Galactosylgloboside					g	acn13acngalgbside_hs[g]
Salyl-(2,3)-Sialyl-(2,6)-Galactosylgloboside					c	acn23acngalgbside_hs[c]
Salyl-(2,3)-Sialyl-(2,6)-Galactosylgloboside					e	acn23acngalgbside_hs[e]
Salyl-(2,3)-Sialyl-(2,6)-Galactosylgloboside					g	acn23acngalgbside_hs[g]
3',8'-LD1			G00064		e	acnacngal14acglcgalgluside_hs[e]
3',8'-LD1			G00064		c	acnacngal14acglcgalgluside_hs[c]
3',8'-LD1			G00064		g	acnacngal14acglcgalgluside_hs[g]
Disialyl-Galactosylgloboside					c	acnacngalgbside_hs[c]
Disialyl-Galactosylgloboside					e	acnacngalgbside_hs[e]
Disialyl-Galactosylgloboside					g	acnacngalgbside_hs[g]
N-Acetyl-D-Mannosamine 6-Phosphate		CHEBI:28273	C04257	21918217	c	acmanap[c]
Phosphoenolpyruvate		44897	C00074	1005	c	pep[c]
N-Acetylneuraminate 9-Phosphate		CHEBI:27438	C06241	440962	c	acnamp[c]
D-Mannose 6-Phosphate		CHEBI:17369	C00275	65127	c	man6p[c]
2-Keto-3-Deoxy-D-Glycero-D-Galactononic Acid 9-Phosphate					c	kdnp[c]
N-Acetylneuraminate		45744	C19910	445063	c	acnam[c]
N-Acetylneuraminate		45744	C19910	445063	l	acnam[l]
N-Acetylneuraminate		45744	C19910	445063	n	acnam[n]
Vi3Neuac-Nlc6Cer			G00088		e	acngalacglcgal14acglcgalgluside_hs[e]
Vi3Neuac-Nlc6Cer			G00088		c	acngalacglcgal14acglcgalgluside_hs[c]
