,,"PC 16:0_16:0","LMGP01010564"
,,"PC 9:0_23:0","LMGP01011267"
,"PC O-33:0","PC O-16:0_17:0","LMGP01020031"
,,"PC O-18:0_15:0","LMGP01020197"
,,"PC O-20:0_13:0","LMGP01020217"
,"[13C] SM 36:0",,
"PC aa C32:1","PC 32:1","PC 14:0_18:1","LMGP01010490; LMGP01010492;
LMGP01010882; LMGP01012145"
,,"PC 16:0_16:1","LMGP01010566; LMGP01011479"
,,"PC 12:0_20:1","LMGP01011329; LMGP01011805"
,,"PC 13:0_19:1","LMGP01011352; LMGP01011757"
,,"PC 14:1_18:0","LMGP01011389; LMGP01011582"
,,"PC 15:0_17:1","LMGP01011413; LMGP01011525"
,,"PC 15:1_17:0","LMGP01011439; LMGP01011500"
,"PC O-33:1","PC O-16:0_17:1","LMGP01020183"
,,"PC O-18:0_15:1","LMGP01020198"
,,"PC O-16:1_17:0","LMGP01030027"
,,"PC O-18:1_15:0","LMGP01030050"
,,"PC O-20:1_13:0","LMGP01030075"
"PC aa C32:2","PC 32:2","PC 12:0_20:2","LMGP01011330; LMGP01011835"
,,"PC 14:0_18:2","LMGP01010494; LMGP01010496
LMGP01011616"
,,"PC 14:1_18:1","LMGP01011390; LMGP01011597"
,,"PC 15:0_17:2","LMGP01011414; LMGP01011555"
,,"PC 16:1_16:1","LMGP01010682; LMGP01010684"
,,"PC 15:1_17:1","LMGP01011440; LMGP01011526"
,"PC O-33:2","PC O-16:0_17:2","LMGP01020184"
,,"PC O-16:1_17:1","LMGP01030028"
,,"PC O-18:1_15:1","LMGP01030051"
"PC aa C32:3","PC 32:3","PC 14:0_18:3","LMGP01010497; LMGP01011369;
LMGP01011642; LMGP01011673"
,,"PC 12:0_20:3","LMGP01011331; LMGP01011866"
,,"PC 14:1_18:2","LMGP01011391; LMGP01011617"
,,"PC 15:1_17:2","LMGP01011441; LMGP01011556"
,"PC O-33:3","PC O-16:1_17:2","LMGP01030029"
,"[13C] SM 36:3",,
"PC aa C34:1","PC 34:1","PC 12:0_22:1","LMGP01011335; LMGP01012004"
,,"PC 14:0_20:1","LMGP01011372; LMGP01011807"
,,"PC 14:1_20:0","LMGP01011397; LMGP01011787"
,,"PC 15:0_19:1","LMGP01011419; LMGP01011760"
,,"PC 15:1_19:0","LMGP01011448; LMGP01011732"
,,"PC 16:0_18:1","LMGP01010005; LMGP01010575;
LMGP01010576; LMGP01010578;
LMGP01010581; LMGP01010884;
LMGP01012146"
,,"PC 17:0_17:1","LMGP01011503; LMGP01011529"
,,"PC 18:0_16:1","LMGP01010744; LMGP01011483"
,"PC O-35:1","PC O-17:0_18:1","LMGP01020077"
,,"PC O-16:0_19:1","LMGP01020186"
,,"PC O-18:0_17:1","LMGP01020200"
,,"PC O-20:0_15:1","LMGP01020221"
,,"PC O-16:1_19:0","LMGP01030034"
,,"PC O-18:1_17:0","LMGP01030054"
,,"PC O-20:1_15:0","LMGP01030078"
,"[13C] SM 38:1",,
"PC aa C34:2","PC 34:2","PC 12:0_22:2","LMGP01011336; LMGP01012035"
,,"PC 14:0_20:2","LMGP01011373; LMGP01011837"
,,"PC 14:1_20:1","LMGP01011398; LMGP01011808"
,,"PC 15:1_19:1","LMGP01011449; LMGP01011761"
,,"PC 16:0_18:2","LMGP01010585; LMGP01010586;
LMGP01010587; LMGP01010588;
LMGP01010590; LMGP01010591;
LMGP01010592; LMGP01010594;
LMGP01010920; LMGP01010926;
LMGP01010932"
,,"PC 16:1_18:1","LMGP01010678; LMGP01010687;
LMGP01010688; LMGP01010887"
,,"PC 17:0_17:2","LMGP01011504; LMGP01011559"
,,"PC 17:1_17:1","LMGP01010727; LMGP01010728"
,,"PC 18:0_16:2","LMGP01010745"
,"PC O- 35:2","PC O-18:0_17:2","LMGP01020201"
,,"PC O-16:1_19:1","LMGP01030035"
,,"PC O-18:1_17:1","LMGP01030055"
,,"PC O-20:1_15:1","LMGP01030079"
,"[13C] SM 38:2",,
"PC aa C34:1","PC 34:1","PC 12:0_22:1","LMGP01011335; LMGP01012004"
,,"PC 14:0_20:1","LMGP01011372; LMGP01011807"
,,"PC 14:1_20:0","LMGP01011397; LMGP01011787"
,,"PC 15:0_19:1","LMGP01011419; LMGP01011760"
,,"PC 15:1_19:0","LMGP01011448; LMGP01011732"
,,"PC 16:0_18:1","LMGP01010005; LMGP01010575;
LMGP01010576; LMGP01010578;
LMGP01010581; LMGP01010884;
LMGP01012146"
,,"PC 17:0_17:1","LMGP01011503; LMGP01011529"
,,"PC 18:0_16:1","LMGP01010744; LMGP01011483"
,"PC O-35:1","PC O-17:0_18:1","LMGP01020077"
,,"PC O-16:0_19:1","LMGP01020186"
,,"PC O-18:0_17:1","LMGP01020200"
,,"PC O-20:0_15:1","LMGP01020221"
,,"PC O-16:1_19:0","LMGP01030034"
,,"PC O-18:1_17:0","LMGP01030054"
,,"PC O-20:1_15:0","LMGP01030078"
,"[13C] SM 38:1",,
"PC aa C34:2","PC 34:2","PC 12:0_22:2","LMGP01011336; LMGP01012035"
,,"PC 14:0_20:2","LMGP01011373; LMGP01011837"
,,"PC 14:1_20:1","LMGP01011398; LMGP01011808"
,,"PC 15:1_19:1","LMGP01011449; LMGP01011761"
,,"PC 16:0_18:2","LMGP01010585; LMGP01010586;
LMGP01010587; LMGP01010588;
LMGP01010590; LMGP01010591;
LMGP01010592; LMGP01010594;
LMGP01010920; LMGP01010926;
LMGP01010932"
,,"PC 16:1_18:1","LMGP01010678; LMGP01010687;
LMGP01010688; LMGP01010887"
,,"PC 17:0_17:2","LMGP01011504; LMGP01011559"
,,"PC 17:1_17:1","LMGP01010727; LMGP01010728"
,,"PC 18:0_16:2","LMGP01010745"
,"PC O- 35:2","PC O-18:0_17:2","LMGP01020201"
,,"PC O-16:1_19:1","LMGP01030035"
,,"PC O-18:1_17:1","LMGP01030055"
,,"PC O-20:1_15:1","LMGP01030079"
,"[13C] SM 38:2",,
"PC aa C34:3","PC 34:3","PC 14:0_20:3","LMGP01011374; LMGP01011868;
LMGP01012127; LMGP01012192"
,,"PC 14:1_20:2","LMGP01011399; LMGP01011838"
,,"PC 16:0_18:3","LMGP01010598; LMGP01010601;
LMGP01011646; LMGP01011677"
,,"PC 16:1_18:2","LMGP01010690; LMGP01011620"
,,"PC 17:1_17:2","LMGP01011530; LMGP01011560"
,"PC O-35:3","PC O-18:1_17:2","LMGP01030056"
"PC aa C34:4","PC 34:4","PC 12:0_22:4","LMGP01011337; LMGP01012066"
,,"PC 14:0_20:4","LMGP01010506; LMGP01011899;
LMGP01012128; LMGP01012209"
,,"PC 14:1_20:3","LMGP01011400; LMGP01011869;
LMGP01012132; LMGP01012193"
,,"PC 16:0_18:4","LMGP01010603; LMGP01010604;
LMGP01010606; LMGP01010608;
LMGP01011706"
,,"PC 16:1_18:3","LMGP01011484; LMGP01011485;
LMGP01011647; LMGP01011678"
,,"PC 16:2_18:2","LMGP01010699"
,,"PC 17:2_17:2","LMGP01010731"
,"PC O-35:4","PC O-15:0_20:4","LMGP01020026"
"PC aa C36:0","PC 36:0","PC 11:0_25:0","LMGP01010422"
,,"PC 12:0_24:0","LMGP01010449"
,,"PC 13:0_23:0","LMGP01010468"
,,"PC 14:0_22:0","LMGP01010511; LMGP01011085"
,,"PC 15:0_21:0","LMGP01010549; LMGP01011956"
,,"PC 16:0_20:0","LMGP01010616; LMGP01011002"
,,"PC 17:0_19:0","LMGP01011509; LMGP01011735"
,,"PC 18:0_18:0","LMGP01010006"
,"PC 37:7","PC 15:1_22:6","LMGP01011461; LMGP01012102"
,,"PC 17:2_20:5","LMGP01011574; LMGP01011936"
,"PC O-37:0","PC O-17:0_20:0","LMGP01020080; LMGP01020223"
,,"PC O-16:0_21:0","LMGP01020189"
,,"PC O-18:0_19:0","LMGP01020207"
,"PC O-38:7","PC O-16:1_22:6","LMGP01030015"
,,"PC O-18:2_20:5","LMGP01090051; LMGP01090052"
,"[13C] SM 40:0",,
"PC aa C36:1","PC 36:1","PC 14:0_22:1","LMGP01011376; LMGP01012006
LMGP01012129; LMGP01012218"
,,"PC 14:1_22:0","LMGP01011404; LMGP01011980"
,,"PC 15:1_21:0","LMGP01011456; LMGP01011957"
,,"PC 16:0_20:1","LMGP01011468; LMGP01011811"
,,"PC 16:1_20:0","LMGP01011488; LMGP01011790"
,,"PC 17:0_19:1","LMGP01011510; LMGP01011764"
,,"PC 17:1_19:0","LMGP01011537; LMGP01011736"
,,"PC 18:0_18:1","LMGP01010750; LMGP01010751;
LMGP01010753; LMGP01010754;
LMGP01010758; LMGP01010759;
LMGP01010761; LMGP01010840;
LMGP01010888"
,"PC O-37:1","PC O-18:0_19:1","LMGP01020208"
,,"PC O-20:0_17:1","LMGP01020224"
,,"PC O-16:1_21:0","LMGP01030041"
,,"PC O-18:1_19:0","LMGP01030062"
,,"PC O-20:1_17:0","LMGP01030082"
,"[13C] SM 40:1",,
"PC aa C36:2","PC 36:2","PC 14:0_22:2","LMGP01011377; LMGP01012037"
,,"PC 14:1_22:1","LMGP01011405; LMGP01012007;
LMGP01012219"
,,"PC 16:0_20:2","LMGP01011469; LMGP01011841"
,,"PC 16:1_20:1","LMGP01011489; LMGP01011812"
,,"PC 17:1_19:1","LMGP01011538; LMGP01011765"
,,"PC 17:2_19:0","LMGP01011567; LMGP01011737"
,,"PC 18:0_18:2","LMGP01010764; LMGP01010765;
LMGP01010766; LMGP01010768"
,,"PC 18:1_18:1","LMGP01010836; LMGP01010837;
LMGP01010841; LMGP01010849;
LMGP01010853; LMGP01010855;
LMGP01010857; LMGP01010858;
LMGP01010860; LMGP01010862;
LMGP01010865; LMGP01010866;
LMGP01010868; LMGP01010871;
LMGP01010873; LMGP01010876;
LMGP01010890"
,"PC O-37:2","PC O-20:0_17:2","LMGP01020225"
,,"PC O-18:1_19:1","LMGP01030063"
,,"PC O-20:1_17:1","LMGP01030083"
,"[13C] SM 40:2",,
"PC aa C36:3","PC 36:3","PC 14:1_22:2","LMGP01011406; LMGP01012038"
,,"PC 16:0_20:3","LMGP01010622; LMGP01010624;
LMGP01010627; LMGP01011872"
,,"PC 16:1_20:2","LMGP01011490; LMGP01011842"
,,"PC 17:2_19:1","LMGP01011568; LMGP01011766"
,,"PC 18:0_18:3","LMGP01011588; LMGP01011589;
LMGP01011651; LMGP01011682"
,,"PC 18:1_18:2","LMGP01010893; LMGP01010895;
LMGP01011624; LMGP01012149"
,"PC O-37:3","PC O-20:1_17:2","LMGP01030084"
,"[13C] SM 40:3",,
"PC aa C36:4","PC 36:4","PC 14:0_22:4","LMGP01011378; LMGP01012068"
,,"PC 16:0_20:4","LMGP01010007; LMGP01010629
LMGP01011049; LMGP01011056"
,,"PC 16:1_20:3","LMGP01011491; LMGP01011873;
LMGP01012138; LMGP01012195"
,,"PC 18:0_18:4","LMGP01010773; LMGP01010774;
LMGP01011711"
,,"PC 18:1_18:3","LMGP01010898; LMGP01011603;
LMGP01011652; LMGP01012150;
LMGP01012174; LMGP01012178"
,,"PC 18:2_18:2","LMGP01010921; LMGP01010924;
LMGP01010927; LMGP01010930"
,"PC O-37:4","PC O-17:0_20:4","LMGP01020081"
"PC aa C36:5","PC 36:5","PC 14:0_22:5","LMGP01012130; LMGP01012131;
LMGP01012232; LMGP01012234"
,,"PC 14:1_22:4","LMGP01011407; LMGP01012069"
,,"PC 16:0_20:5","LMGP01010633; LMGP01011932"
,,"PC 16:1_20:4","LMGP01010695; LMGP01011305;
LMGP01011903; LMGP01012139"
,,"PC 18:1_18:4","LMGP01011604; LMGP01011712;
LMGP01012152; LMGP01012182"
,,"PC 18:2_18:3","LMGP01011625; LMGP01011626;
LMGP01011653; LMGP01011683"
"PC aa C36:6","PC 36:6","PC 14:0_22:6","LMGP01010512; LMGP01012099"
,,"PC 14:1_22:5","LMGP01012134; LMGP01012135;
LMGP01012233; LMGP01012235"
,,"PC 16:1_20:5","LMGP01011492; LMGP01011933"
,,"PC 18:3_18:3","LMGP01010956; LMGP01010954;
LMGP01011654; LMGP01011684"
,,"PC 18:4_18:2",
"PC aa C38:0","PC 38:0","PC 12:0_26:0","LMGP01010452"
,,"PC 13:0_25:0","LMGP01010470"
,,"PC 14:0_24:0","LMGP01010515"
,,"PC 16:0_22:0","LMGP01010636; LMGP01011983"
,,"PC 17:0_21:0","LMGP01011516; LMGP01011960"
,,"PC 17:1_22:6","LMGP01011550; LMGP01012105"
,,"PC 18:0_20:0","LMGP01010781; LMGP01011004"
,,"PC 19:0_19:0","LMGP01010976"
,"PC O-39:0","PC O-17:0_22:0","LMGP01020083"
,,"PC O-18:0_21:0","LMGP01020212"
,,"PC O-20:0_19:0","LMGP01020232"
,"PC O-40:7","PC O-18:1_22:6","LMGP01030014"
,"[13C] SM 42:0",,
"PC aa C38:1","PC 38:1","PC 14:0_24:1","LMGP01010516"
,,"PC 16:0_22:1","LMGP01010638; LMGP01011471;
LMGP01012010"
,,"PC 16:1_22:0","LMGP01011494; LMGP01011984"
,,"PC 17:1_21:0","LMGP01011545; LMGP01011961"
,,,
,,"PC 18:0_20:1","LMGP01010783; LMGP01010784;
LMGP01010785; LMGP01010786;
LMGP01011816"
,,"PC 18:1_20:0","LMGP01010879; LMGP01010902;
LMGP01011008; LMGP01011009"
,,"PC 19:0_19:1","LMGP01011743; LMGP01011773"
,"PC 39:8","PC 17:2_22:6","LMGP01011580; LMGP01012106"
,"PC O-39:1","PC O-20:0_19:1","LMGP01020233"
,,"PC O-18:1_21:0","LMGP01030069"
,,"PC O-20:1_19:0","LMGP01030091"
"PC aa C38:3","PC 38:3","PC 16:1_22:2","LMGP01011496; LMGP01012042"
,,"PC 18:0_20:3","LMGP01010795; LMGP01010796;
LMGP01010798; LMGP01011877;
LMGP01012196"
,,"PC 18:1_20:2","LMGP01011608; LMGP01011847;
LMGP01012153; LMGP01012190"
,,"PC 18:2_20:1","LMGP01010942; LMGP01011631;
LMGP01011818"
,,"PC 18:3_20:0","LMGP01011659; LMGP01011688;
LMGP01011794; LMGP01011795"
,"[13C] SM 42:3",,
"PC aa C38:4","PC 38:4","PC 16:0_22:4","LMGP01010642; LMGP01012072"
,,"PC 18:0_20:4","LMGP01010802; LMGP01010804;
LMGP01012144; LMGP01011907"
,,"PC 18:1_20:3","LMGP01010904; LMGP01011609;
LMGP01011878; LMGP01012154;
LMGP01012155; LMGP01012197;
LMGP01012198; LMGP01012206"
,,"PC 18:2_20:2","LMGP01011632; LMGP01011848"
,,"PC 18:3_20:1","LMGP01011660; LMGP01011689;
LMGP01011819; LMGP01011820"
,,"PC 18:4_20:0","LMGP01011719; LMGP01011796"
"PC aa C38:5","PC 38:5","PC 16:0_22:5","LMGP01010645; LMGP01010647"
,,"PC 16:1_22:4","LMGP01011497; LMGP01012073"
,,"PC 18:0_20:5","LMGP01010805; LMGP01010807;
LMGP01011937"
,,"PC 18:1_20:4","LMGP01010905; LMGP01011908;
LMGP01012156; LMGP01012157;
LMGP01012165; LMGP01012208;
LMGP01012211"
,,"PC 18:2_20:3","LMGP01011633; LMGP01011879;
LMGP01012170; LMGP01012199"
,,"PC 18:3_20:2","LMGP01011661; LMGP01011690;
LMGP01011849; LMGP01011850"
,,"PC 18:4_20:1","LMGP01011720; LMGP01011821"
"PC aa C38:6","PC 38:6","PC 16:0_22:6","LMGP01010650; LMGP01010652;
LMGP01011115; LMGP01011116;
LMGP01012137"
,,"PC 16:1_22:5","LMGP01012140; LMGP01012141"
,,"PC 18:1_20:5","LMGP01010844; LMGP01010907;
LMGP01011057; LMGP01012216"
,,"PC 18:2_20:4","LMGP01010943; LMGP01011909;
LMGP01012171; LMGP01012212"
,,"PC 18:3_20:3","LMGP01011662; LMGP01011691;
LMGP01011880; LMGP01011881;
LMGP01012175; LMGP01012179;
LMGP01012200; LMGP01012201"
,,"PC 18:4_20:2",
"PC aa C40:1","PC 40:1","PC 16:0_24:1","LMGP01010659"
,,"PC 18:0_22:1","LMGP01010811; LMGP01011593;
LMGP01012015"
,,"PC 18:1_22:0","LMGP01010839; LMGP01010845;
LMGP01010909; LMGP01011089;
LMGP01011090; LMGP01011091;
LMGP01011092; LMGP01011093;
LMGP01011094"
,,"PC 19:1_21:0","LMGP01011781; LMGP01011969"
,,"PC 20:0_20:1","LMGP01011017: LMGP01011018;
LMGP01011019; LMGP01011020;
LMGP01011824"
,"PC O-41:1","PC O-20:1_21:0","LMGP01030099"
"PC aa C40:2","PC 40:2","PC 16:1_24:1","LMGP01012142: LMGP01012239"
,,"PC 18:0_22:2","LMGP01011594; LMGP01012046"
,,"PC 18:1_22:1","LMGP01011611; LMGP01012016;
LMGP01012158; LMGP01012166;
LMGP01012220; LMGP01012221"
,,"PC 18:2_22:0","LMGP01011636; LMGP01011988"
,,"PC 20:0_20:2","LMGP01011021; LMGP01011854"
,,"PC 20:1_20:1","LMGP01011036; LMGP01011038;
LMGP01011042; LMGP01011043"
"PC aa C40:3","PC 40:3","PC 18:0_22:3","LMGP01010812"
,,"PC 20:0_20:3","LMGP01011022; LMGP01011799;
LMGP01011885; LMGP01012185;
LMGP01012202"
,,"PC 18:1_22:2","LMGP01011612; LMGP01012047;
LMGP01012159; LMGP01012230"
,,"PC 18:2_22:1","LMGP01011637; LMGP01012017;
LMGP01012172; LMGP01012222"
,,"PC 18:3_22:0","LMGP01011666; LMGP01011695;
LMGP01011989; LMGP01011990"
,,"PC 20:1_20:2","LMGP01011825; LMGP01011855"
"PC aa C40:4","PC 40:4","PC 18:0_22:4","LMGP01010813; LMGP01012077"
,,"PC 18:2_22:2","LMGP01011638; LMGP01012048"
,,"PC 18:3_22:1","LMGP01011667; LMGP01011696;
LMGP01012018; LMGP01012019;
LMGP01012180; LMGP01012223;
LMGP01012224"
,,"PC 18:4_22:0","LMGP01011726; LMGP01011991"
,,"PC 20:0_20:4","LMGP01011023; LMGP01011915;
LMGP01012186; LMGP01012213"
,,"PC 20:1_20:3","LMGP01011826; LMGP01011886;
LMGP01012187; LMGP01012203"
,,"PC 20:2_20:2","LMGP01011045; LMGP01011856"
"PC aa C40:5","PC 40:5","PC 18:0_22:5","LMGP01010816; LMGP01010818"
,,"PC 18:1_22:4","LMGP01011613; LMGP01012078;
LMGP01012160; LMGP01012231"
,,"PC 18:3_22:2","LMGP01011668; LMGP01011697;
LMGP01012049; LMGP01012050"
,,"PC 18:4_22:1","LMGP01011727; LMGP01012020;
LMGP01012183; LMGP01012225"
,,"PC 20:0_20:5","LMGP01011800"
,,"PC 20:1_20:4","LMGP01011827; LMGP01012188;
LMGP01012214"
,,"PC 20:2_20:3","LMGP01011857; LMGP01012191;
LMGP01012204"
"PC aa C40:6","PC 40:6","PC 18:0_22:6","LMGP01010821; LMGP01010823;
LMGP01012107"
,,"PC 18:1_22:5","LMGP01010846"
,,"PC 18:2_22:4","LMGP01011639; LMGP01012079"
,,"PC 18:4_22:2","LMGP01011728; LMGP01012051"
,,"PC 20:1_20:5","LMGP01011828; LMGP01011945"
,,"PC 20:2_20:4","LMGP01011858; LMGP01011917"
,,"PC 20:3_20:3","LMGP01011888"
"PC aa C42:0","PC 42:0","PC 16:0_26:0","LMGP01010663"
,,"PC 18:0_24:0","LMGP01010825; LMGP01011150"
,,"PC 20:0_22:0","LMGP01011025; LMGP01011994"
,,"PC 21:0_21:0","LMGP01011072"
"PC aa C42:1","PC 42:1","PC 18:0_24:1","LMGP01010826; LMGP01012240"
,,"PC 18:1_24:0","LMGP01010915; LMGP01012236;
LMGP01011151; LMGP01011152"
,,"PC 20:0_22:1","LMGP01011026; LMGP01012023;
LMGP01012226"
,,"PC 20:1_22:0","LMGP01011830; LMGP01011040;
LMGP01011041; LMGP01011097"
"PC aa C42:2","PC 42:2","PC 16:0_26:2","LMGP01010665; LMGP01011203"
,,"PC 18:1_24:1","LMGP01012162; LMGP01012167;
LMGP01012241; LMGP01012242"
,,"PC 18:2_24:0","LMGP01012173; LMGP01012237"
,,"PC 20:0_22:2","LMGP01011803; LMGP01012054"
,,"PC 20:1_22:1","LMGP01011831; LMGP01012189
LMGP01012024; LMGP01012227"
,,"PC 20:2_22:0","LMGP01011861; LMGP01011995"
"PC aa C42:4","PC 42:4","PC 18:3_24:1","LMGP01012177; LMGP01012181;
LMGP01012243; LMGP01012244"
,,"PC 18:4_24:0","LMGP01012184; LMGP01012238"
,,"PC 20:0_22:4","LMGP01011804; LMGP01012085"
,,"PC 20:2_22:2","LMGP01011863; LMGP01012056"
,,"PC 20:3_22:1","LMGP01011893; LMGP01012205;
LMGP01012207; LMGP01012026;
LMGP01012228; LMGP01012229"
,,"PC 20:4_22:0","LMGP01011921; LMGP01012215;
LMGP01011997; LMGP01012217"
"PC aa C42:5","PC 42:5","PC 20:0_22:5","LMGP01011027"
,,"PC 20:1_22:4","LMGP01011833; LMGP01012086"
,,"PC 20:3_22:2","LMGP01011894; LMGP01012057"
,,"PC 20:4_22:1","LMGP01011922; LMGP01012027"
,,"PC 20:5_22:0","LMGP01011951; LMGP01011998"
"PC aa C42:6","PC 42:6","PC 20:0_22:6","LMGP01011028; LMGP01012115"
,,"PC 20:2_22:4","LMGP01011864; LMGP01012087"
,,"PC 20:4_22:2","LMGP01011923; LMGP01012058"
,,"PC 20:5_22:1","LMGP01011952; LMGP01012028"
"PC ae C30:0","PC O-30:0","PC O-14:0_16:0","LMGP01020012; LMGP01020178"
,,"PC O-18:0_12:0","LMGP01020193"
,"PC 29:0","PC 10:0_19:0","LMGP01010394; LMGP01010968"
,,"PC 12:0_17:0","LMGP01011320; LMGP01011498"
,,"PC 13:0_16:0","LMGP01011342; LMGP01011462"
,,"PC 14:0_15:0","LMGP01010479; LMGP01011410"
,,"PC 20:0_9:0","LMGP01011035; LMGP01011264"
,,"PC 8:0_21:0","LMGP01011246"
,"[13C] SM 33:0",,
"PC ae C30:1","PC O-30:1","PC O-14:0_16:1","LMGP01020014; LMGP01030021"
,,"PC O-16:0_14:1","LMGP01020179"
,,"PC O-18:1_12:0","LMGP01030046"
,"PC 29:1","PC 12:0_17:1","LMGP01011321; LMGP01011521"
,,"PC 13:0_16:1","LMGP01011343; LMGP01011474"
,,"PC 14:0_15:1","LMGP01011365; LMGP01011433"
,,"PC 14:1_15:0","LMGP01011382; LMGP01011411"
,,"PC 18:0_11:1","LMGP01010735"
"PC ae C30:2","PC O-30:2","PC O-16:1_14:1","LMGP01030022"
,"PC 29:2","PC 12:0_17:2","LMGP01011322; LMGP01011551"
,,"PC 14:1_15:1","LMGP01011383; LMGP01011434"
,"[13C] SM 33:2",,
"PC ae C32:1","PC O-32:1","PC O-14:0_18:1","LMGP01020016; LMGP01030048;
LMGP01090001"
,,"PC O-16:0_16:1","LMGP01020182; LMGP01030025"
,,"PC O-18:0_14:1","LMGP01020196"
,,"PC O-20:1_12:0","LMGP01030074"
,"PC 31:1","PC 12:0_19:1","LMGP01011328; LMGP01011756"
,,"PC 13:0_18:1","LMGP01011347; LMGP01011596"
,,"PC 14:0_17:1","LMGP01011367; LMGP01011523"
,,"PC 15:0_16:1","LMGP01010535; LMGP01011477"
,,"PC 16:0_15:1","LMGP01010002; LMGP01011437;
LMGP01011464"
,,"PC 17:0_14:1","LMGP01010008"
"PC ae C32:2","PC O-32:2","PC O-14:0_18:2","LMGP01020017; LMGP01090002;
LMGP01090003, LMGP01030133"
,,"PC O-14:1_18:1","LMGP01030004; LMGP01090004;
LMGP01030049"
,,"PC O-16:1_16:1","LMGP01030026; LMGP01090020"
,"PC 31:2","PC 13:0_18:2","LMGP01011348; LMGP01011615"
,,"PC 14:0_17:2","LMGP01011368; LMGP01011553"
,,"PC 14:1_17:1","LMGP01011387; LMGP01011524"
,,"PC 15:1_16:1","LMGP01011438; LMGP01011478"
"PC ae C34:0","PC O-34:0","PC O-16:0_18:0","LMGP01020033; LMGP01020086;
LMGP01080024"
,,"PC O-17:0_17:0","LMGP01020076"
,,"PC O-20:0_14:0","LMGP01020218"
,"PC 33:0","PC 10:0_23:0","LMGP01010399"
,,"PC 11:0_22:0","LMGP01010419"
,,"PC 13:0_20:0","LMGP01010465"
,,"PC 15:0_18:0","LMGP01010539; LMGP01011583"
,,"PC 16:0_17:0","LMGP01010569; LMGP01011501"
,,"PC 19:0_14:0","LMGP01010971"
,,"PC 21:0_12:0","LMGP01011063"
"PC ae C34:1","PC O-34:1","PC O-16:0_18:1","LMGP01020003; LMGP01020261;
LMGP01020152; LMGP01030052"
,,"PC O-18:0_16:1","LMGP01020089; LMGP01020256;
LMGP01030030"
,,"PC O-20:0_14:1","LMGP01020219"
,,"PC O-20:1_14:0","LMGP01030076"
,"PC 33:1","PC 13:0_20:1","LMGP01011353; LMGP01011806"
,,"PC 14:0_19:1","LMGP01011371; LMGP01011758"
,,"PC 14:1_19:0","LMGP01011395; LMGP01011731"
,,"PC 15:0_18:1","LMGP01010541; LMGP01011415;
LMGP01011598"
,,"PC 15:1_18:0","LMGP01011442; LMGP01011584"
,,"PC 16:0_17:1","LMGP01010571; LMGP01011527"
,,"PC 16:1_17:0","LMGP01011480; LMGP01011502"
,"[13C] SM 37:1",,
"PC ae C34:2","PC O-34:2","PC O-16:0_18:2","LMGP01020039; LMGP01030134;
LMGP01090006; LMGP01090007"
,,"PC O-16:1_18:1","LMGP01030006; LMGP01030053;
LMGP01090009"
,,"PC O-20:1_14:1","LMGP01030077"
,"PC 33:2","PC 13:0_20:2","LMGP01011354"
,,"PC 14:1_19:1","LMGP01011396"
,,"PC 15:0_18:2","LMGP01010543"
,,"PC 15:1_18:1","LMGP01011443"
,,"PC 16:0_17:2","LMGP01011465; LMGP01011557"
